Application ID,City,Zip,Application Submission Date,Facility Type,Sector,PV Capacity (kW),Geothermal Capacity (tons),Wind Capacity (kW),Solar Water Capacity (sq ft),Total System Costs ($),Total Rebate,Mounting Location,PPA/Lease,Payment Status
R00839,Selbyville,19975,06/10/2009,PV,Residential,4.32,,,,28000.00,7000.00,,,Paid
R01305,Newark,19713,06/14/2010,PV,Residential,4.32,,,,23673.60,5400.00,,,Paid - ARRA
R01084,Wilmington,19810,08/18/2010,PV,Residential,4.32,,,,26500.00,6625.00,,,Paid
R01153,Middletown,19709,10/28/2010,PV,Residential,4.32,,,,22713.00,5678.25,,,Paid
R01301,Odessa,19730,06/09/2011,PV,Residential,4.32,,,,23716.80,4890.00,,,Paid - ARRA
R01459,Fenwick Island,19944,12/08/2011,PV,Residential,4.32,,,,22463.20,5400.00,,,Paid
R01506,Hockessin,19707,03/14/2012,PV,Residential,4.32,,,,14900.00,4500.00,,,Paid
R01606,Wilmington,19810,08/20/2012,PV,Residential,4.32,,,,16632.00,5400.00,,,Paid
R01595,Middletown,19709,11/19/2012,PV,Residential,4.32,,,,16940.00,5400.00,,,Paid
R01677,Rehoboth Beach,19971,11/21/2012,PV,Residential,4.32,,,,23760.00,5400.00,,,Paid
R01772,Bear,19701,04/25/2013,PV,Solar Lease,4.32,,,,22032.00,5400.00,,,Paid
R01779,Bear,19701,05/07/2013,PV,Residential,4.32,,,,16000.00,5400.00,,,Paid
R01884,Wilmington,19805,09/23/2013,PV,Solar Lease,4.32,,,,21168.00,5400.00,,,Paid
R01258,Wilmington,19808,04/18/2011,PV,Residential,4.356,,,,28000.00,5445.00,,,Paid - ARRA
R00978,Newark,19711,11/20/2009,PV,Residential,4.37,,,,46523.00,11631.00,,,Paid
R01048,Harbeson,19951,06/25/2010,PV,Residential,4.37,,,,20500.00,5125.00,,,Paid - ARRA
R01079,Bethany Beach,19930,08/03/2010,PV,Residential,4.37,,,,24297.20,6074.30,,,Paid - ARRA
R00843,Newark,19711,06/26/2009,PV,Residential,4.375,,,,38989.00,9747.25,,,Paid - ARRA
R00871,Rehoboth Beach,19971,08/12/2009,PV,Residential,4.375,,,,37959.00,9489.00,,,Paid - ARRA
NR00028,Claymont,19703,08/01/2007,PV,Non_Residential,4.4,,,,10560.00,5280.00,,,Paid
R00246,Rehoboth Beach,19971,09/07/2007,PV,Residential,4.4,,,,35200.00,16492.86,,,Paid
R00371,New Castle,19720,04/24/2008,PV,Residential,4.4,,,,38800.00,19400.00,,,Paid
R00447,Hockessin,19707,07/22/2008,PV,Residential,4.4,,,,38800.00,19400.00,,,Paid
R00470,Rehoboth Beach,19971,07/24/2008,PV,Residential,4.4,,,,36870.00,18435.00,,,Paid
R00943,Ocean View,19970,11/23/2009,PV,Residential,4.41,,,,34600.00,8650.00,,,Paid
R01096,Camden-Wyoming,19934,09/02/2010,PV,Residential,4.41,,,,25709.00,6427.58,,,Paid
R01514,New Castle,19720,03/30/2012,PV,Residential,4.41,,,,17600.00,5512.50,,,Paid
R01548,Wilmington,19809,05/16/2012,PV,Solar Lease,4.41,,,,30358.50,5512.50,,,Paid
R00923,Fenwick Island,19944,10/29/2009,PV,Residential,4.416,,,,35328.00,8832.00,,,Paid
R01530,Rehoboth Beach,19971,04/23/2012,PV,Residential,4.42,,,,17578.00,5525.00,,,Paid
R01312,Newark,19702,06/15/2011,PV,Residential,4.44,,,,24500.00,5550.00,,,Paid
R00423,Lewes,19958,07/25/2008,PV,Residential,4.488,,,,35720.00,17860.00,,,Paid
R01027,Selbyville,19975,05/13/2010,PV,Residential,4.5,,,,30375.00,7593.75,,,Paid
R01054,New Castle,19720,07/07/2010,PV,Residential,4.5,,,,26849.89,6712.47,,,Paid
R01959,Lewes,19958,11/25/2013,PV,Residential,4.5,,,,15525.00,5650.00,,,Paid
NR00220,Frederica,19946,09/22/2010,PV,Non_Residential,4.51,,,,18700.00,4675.00,,,Paid
R00565,Ocean View,19970,10/08/2008,PV,Residential,4.546,,,,37232.00,18616.00,,,Paid
R00442,Newark,19713,07/22/2008,PV,Residential,4.548,,,,36361.00,18180.50,,,Paid
R00763,Newark,19711,04/08/2009,PV,Residential,4.55,,,,39084.00,19542.00,,,Paid
R00861,New Castle,19720,07/21/2009,PV,Residential,4.55,,,,37850.00,9462.00,,,Paid
R00885,Bear,19701,09/03/2009,PV,Residential,4.55,,,,38015.00,9503.75,,,Paid
R01414,Wilmington,19804,10/27/2011,PV,Solar Lease,4.56,,,,35398.80,5700.00,,,Paid
R01751,Newark,19711,03/06/2013,PV,Solar Lease,4.56,,,,13214.00,5700.00,,,Paid
R01470,Dagsboro,19939,12/22/2011,PV,Residential,4.59,,,,29835.00,5737.50,,,Paid
R01746,Rehoboth Beach,19971,02/27/2013,PV,Residential,4.59,,,,15595.00,5737.50,,,Paid
R01747,Rehoboth Beach,19971,02/27/2013,PV,Residential,4.59,,,,15595.00,5737.50,,,Paid
R01013,Hockessin,19707,04/07/2010,PV,Residential,4.6,,,,42413.00,10603.25,,,Paid - ARRA
R01259,Hockessin,19707,03/30/2011,PV,Residential,4.6,,,,29387.00,5750.00,,,Paid
R01298,Frederica,19946,06/03/2011,PV,Residential,4.6,,,,31695.00,5750.00,,,Paid
R01581,Newark,19711,06/27/2012,PV,Residential,4.6,,,,18750.00,5750.00,,,Paid
R01585,Wilmington,19810,06/27/2012,PV,Residential,4.6,,,,17747.00,5750.00,,,Paid
R01582,Wilmington,19808,06/27/2012,PV,Residential,4.6,,,,17349.00,5750.00,,,Paid
R01594,Camden-Wyoming,19934,07/16/2012,PV,Residential,4.6,,,,17592.00,5750.00,,,Paid
R01597,Hockessin,19707,07/26/2012,PV,Residential,4.6,,,,17212.00,5750.00,,,Paid
R01641,Wilmington,19810,09/20/2012,PV,Residential,4.6,,,,16988.00,5750.00,,,Paid
R01713,Newark,19701,01/08/2013,PV,Residential,4.6,,,,17112.00,6000.00,,,Paid
NR00006,New Castle,19720,10/23/2003,PV,Non_Residential,4.62,,,,42864.00,21432.00,,,Paid
R01423,Georgetown,19947,10/31/2011,PV,Residential,4.655,,,,21996.00,5818.75,,,Paid
NR00050,Lewes,19958,05/06/2008,PV,Non_Residential,4.672,,,,53378.00,26689.00,,,Paid
R01567,Lewes,19958,06/07/2012,PV,Residential,4.68,,,,29835.00,5850.00,,,Paid
R01922,Wilmington,19810,11/05/2013,PV,Residential,4.68,,,,18350.00,5850.00,,,Paid
R01204,Milford,19963,12/20/2010,PV,Residential,4.7,,,,31255.00,7813.75,,,Paid
R01252,Rehoboth Beach,19971,03/28/2011,PV,Residential,4.7,,,,32900.00,5875.00,,,Paid
R01403,Middletown,19709,10/25/2011,PV,Residential,4.7,,,,15100.00,5875.00,,,Paid
R01568,Dewey Beach,19971,06/07/2012,PV,Residential,4.7,,,,21855.00,5875.00,,,Paid
R01569,Lewes,19958,06/11/2012,PV,Residential,4.7,,,,27783.00,5875.00,,,Paid
R01739,Dagsboro,19939,02/19/2013,PV,Residential,4.7,,,,20210.00,5875.00,,,Paid
R01957,Townsend,19734,11/21/2013,PV,Residential,4.7,,,,14500.00,5875.00,,,Paid
R00334,Wilmington,19808,03/03/2008,PV,Residential,4.725,,,,41000.00,20500.00,,,Paid
R00793,Dagsboro,19939,05/01/2009,PV,Residential,4.725,,,,37328.00,18664.00,,,Paid
R00776,Wilmington,19808,04/22/2009,PV,Residential,4.73,,,,41254.00,20877.00,,,Paid - ARRA
R01190,Frederica,19946,12/08/2010,PV,Residential,4.75,,,,32070.00,8017.50,,,Paid
R01862,Wilmington,19803,08/29/2013,PV,Residential,4.75,,,,23353.00,5937.50,,,Paid
R00746,Camden-Wyoming,19934,04/07/2009,PV,Residential,4.752,,,,38000.00,19000.00,,,Paid
R00765,Clayton,19938,04/13/2009,PV,Residential,4.752,,,,41392.00,20696.00,,,paid
R01160,Dover,19901,11/04/2010,PV,Residential,4.752,,,,31750.00,7937.50,,,Paid
R01173,Ocean View,19970,11/29/2010,PV,Residential,4.752,,,,24882.00,6220.50,,,Paid
R01200,Townsend,19734,12/15/2010,PV,Residential,4.752,,,,29500.00,7375.00,,,Paid
R00808,Middletown,19709,05/06/2009,PV,Residential,4.796,,,,35000.00,17210.00,,,Paid - ARRA
R00005,Wilmington,19808,06/25/2003,PV,Residential,4.8,,,,38302.00,10500.00,,,Paid
NR00014,Rehoboth Beach,19971,02/02/2006,PV,Non_Residential,4.8,,,,40300.00,20150.00,,,Paid
R00126,Camden-Wyoming,19934,08/04/2006,PV,Residential,4.8,,,,40560.00,20280.00,,,Paid
R00129,Wilmington,19810,08/04/2006,PV,Residential,4.8,,,,39000.00,19500.00,,,Paid
R00153,Bethany Beach,19930,10/23/2006,PV,Residential,4.8,,,,45000.00,22500.00,,,Paid
R00175,Yorklyn,19736,01/20/2007,PV,Residential,4.8,,,,45000.00,22500.00,,,Paid
R00209,Magnolia,19962,06/05/2007,PV,Residential,4.8,,,,40560.00,20280.00,,,Paid
R00265,Milford,19963,11/16/2007,PV,Residential,4.8,,,,36000.00,18000.00,,,Paid
R00374,Wilmington,19807,05/12/2008,PV,Residential,4.8,,,,40224.00,20112.00,,,Paid
R00452,Middletown,19709,07/24/2008,PV,Residential,4.8,,,,42800.00,21400.00,,,Paid
R00502,Wilmington,19808,08/26/2008,PV,Residential,4.8,,,,37440.00,18720.00,,,Paid
R00587,Wilmington,19808,11/03/2008,PV,Residential,4.8,,,,42500.00,21250.00,,,Paid
R00642,Wilmington,19808,12/22/2008,PV,Residential,4.8,,,,39004.00,19502.00,,,Paid
R00646,Rehoboth Beach,19971,12/22/2008,PV,Residential,4.8,,,,39600.00,19800.00,,,Paid
R01728,Wilmington,19804,01/31/2012,PV,Residential,4.8,,,,19241.00,6000.00,,,Paid
R01532,Wilmington,19803,05/07/2012,PV,Residential,4.8,,,,17980.00,6000.00,,,Paid
R01602,Lewes,19958,08/14/2012,PV,Residential,4.8,,,,28800.00,6000.00,,,Paid
R01612,Lewes,19958,08/22/2012,PV,Residential,4.8,,,,27600.00,6000.00,,,Paid
R01629,Newark,19702,09/25/2012,PV,Residential,4.8,,,,20520.00,6000.00,,,Paid
R01598,Townsend,19734,11/13/2012,PV,Residential,4.8,,,,17365.00,6000.00,,,Paid
R01686,Lewes,19958,11/29/2012,PV,Residential,4.8,,,,25200.00,6000.00,,,Paid
R01707,New Castle,19720,12/28/2012,PV,Residential,4.8,,,,17627.00,6000.00,,,Paid
R01709,Newark,19711,01/02/2013,PV,Residential,4.8,,,,19104.00,6000.00,,,Paid
R01710,Newark,19702,01/03/2013,PV,Residential,4.8,,,,18828.00,6000.00,,,Paid
R01716,Newark,19713,01/09/2013,PV,Residential,4.8,,,,19296.00,6000.00,,,Paid
R01847,Townsend,19734,08/08/2013,PV,Residential,4.8,,,,18000.00,6000.00,,,Paid
R01846,New Castle,19720,08/14/2013,PV,Solar Lease,4.8,,,,23520.00,6000.00,,,Paid
R01207,Selbyville,19975,12/21/2010,PV,Residential,4.83,,,,32332.40,8083.10,,,Paid
R01077,Milford,19963,08/02/2010,PV,Residential,4.86,,,,26800.00,6700.00,,,Paid
R01108,Bethany Beach,19930,09/14/2010,PV,Residential,4.86,,,,26800.00,6700.00,,,Paid
R00123,Fenwick Island,19944,08/01/2006,PV,Residential,4.9,,,,49890.50,22500.00,,,Paid
R00738,Newark,19701,03/23/2009,PV,Residential,4.9,,,,41594.00,20797.00,,,Paid
R00777,Frederica,19946,04/22/2009,PV,Residential,4.9,,,,44460.00,22230.00,,,Paid
R01329,Newark,19713,07/12/2011,PV,Residential,4.9,,,,27140.00,6125.00,,,Paid
R01559,Wilmington,19810,05/24/2012,PV,Residential,4.9,,,,22000.00,6125.00,,,Paid
R01593,Newark,19711,07/16/2012,PV,Residential,4.9,,,,18335.00,6125.00,,,Paid
R01729,Newark,19711,01/31/2013,PV,Residential,4.9,,,,18368.00,6125.00,,,Paid
R01861,Wilmington,19810,08/28/2013,PV,Residential,4.9,,,,17118.00,6125.00,,,Paid
R01864,Dover,19901,09/03/2013,PV,Residential,4.9,,,,17130.00,6125.00,,,Paid
R01385,Newark,19711,09/22/2011,PV,Residential,4.93,,,,28848.00,6168.75,,,Paid
R01549,Rehoboth Beach,19971,05/21/2012,PV,Residential,4.93,,,,17650.00,6250.00,,,Paid
R01718,Rehoboth Beach,19971,01/15/2013,PV,Residential,4.93,,,,19246.00,6168.75,,,Paid
R01081,Laurel,19956,08/12/2010,PV,Residential,4.935,,,,38175.00,9543.75,,,Paid
R01293,Ocean View,19970,05/20/2011,PV,Residential,4.935,,,,28474.95,6168.75,,,Paid - ARRA
R01515,Middletown,19709,04/02/2012,PV,Residential,4.935,,,,19300.00,6168.75,,,Paid
R00816,Wilmington,19810,05/01/2009,PV,Residential,4.94,,,,39380.00,19690.00,,,Paid
R01208,Dover,19904,12/08/2010,PV,Residential,4.94,,,,32440.00,8110.00,,,Paid
R01198,Wilmington,19810,12/15/2010,PV,Residential,4.995,,,,32250.00,8062.50,,,Paid - ARRA
R01429,Milton,19968,11/01/2011,PV,Residential,4.995,,,,23226.00,6243.75,,,Paid - ARRA
R00107,Bear,19701,06/08/2006,PV,Residential,5,,,,47500.00,22500.00,,,Paid
R00141,Newark,19702,09/24/2006,PV,Residential,5,,,,45000.00,22500.00,,,Paid
R00152,Newark,19713,10/18/2006,PV,Residential,5,,,,45000.00,21600.00,,,Paid
R00151,Bear,19701,10/18/2006,PV,Residential,5,,,,45000.00,22500.00,,,Paid
R00158,Newark,19702,11/01/2006,PV,Residential,5,,,,45000.00,22500.00,,,Paid
R00167,Bear,19701,11/22/2006,PV,Residential,5,,,,45000.00,22500.00,,,Paid
R00176,Hockessin,19707,01/21/2007,PV,Residential,5,,,,41000.00,20500.00,,,Paid
R00186,Wilmington,19805,02/15/2007,PV,Residential,5,,,,45000.00,22500.00,,,Paid
R00188,Townsend,19734,02/17/2007,PV,Residential,5,,,,45000.00,22500.00,,,Paid
R00197,Wilmington,19809,04/10/2007,PV,Residential,5,,,,47500.00,22500.00,,,Paid
R00354,Camden-Wyoming,19934,04/01/2008,PV,Residential,5,,,,44866.00,22433.00,,,Paid
R00415,Wilmington,19803,05/27/2008,PV,Residential,5,,,,43606.00,21803.00,,,Paid
R01614,Bear,19701,08/27/2012,PV,Residential,5,,,,19213.00,6250.00,,,Paid
R01679,New Castle,19720,11/26/2012,PV,Solar Lease,5,,,,29862.00,6460.00,,,Paid
R01722,Middletown,19709,01/18/2013,PV,Residential,5,,,,18150.00,6542.50,,,Paid
R01813,Wilmington,19803,07/10/2013,PV,Residential,5,,,,18369.00,6250.00,,,Paid
R01814,Newark,19713,07/11/2013,PV,Residential,5,,,,17856.00,6250.00,,,Paid
R01840,Dover,19901,08/01/2013,PV,Residential,5,,,,17880.00,6250.00,,,Paid
R00451,Ocean View,19970,07/22/2008,PV,Residential,5.01,,,,40000.00,20000.00,,,Paid
R01330,Lewes,19958,07/15/2011,PV,Residential,5.016,,,,32604.00,6262.00,,,Paid - ARRA
R00463,Selbyville,19975,07/24/2008,PV,Residential,5.04,,,,39967.00,19983.50,,,Paid
R00734,Ocean View,19970,03/12/2009,PV,Residential,5.04,,,,40068.00,20034.00,,,Paid
NR00096,Wilmington,19804,04/15/2009,PV,Non_Residential,5.04,,,,42999.00,21499.50,,,Paid
R00814,Bethany Beach,19930,05/01/2009,PV,Residential,5.04,,,,39556.00,19778.00,,,Paid
R00805,Rehoboth Beach,19971,05/04/2009,PV,Residential,5.04,,,,41340.00,20670.00,,,Paid
R00909,Hockessin,19707,10/08/2009,PV,Residential,5.04,,,,34571.24,8642.81,,,Paid
R00982,Bethany Beach,19930,02/16/2010,PV,Residential,5.04,,,,35784.00,8946.00,,,Paid
R01589,Ocean View,19970,07/11/2012,PV,Solar Lease,5.04,,,,25074.00,6280.00,,,Paid
R01819,Wilmington,19809,07/16/2013,PV,Solar Lease,5.04,,,,25704.00,6280.00,,,Paid
R00426,Wilmington,19803,07/25/2008,PV,Residential,5.049,,,,38250.00,19125.00,,,Paid
R01052,Dewey Beach,19971,07/06/2010,PV,Residential,5.06,,,,29601.00,7400.25,,,Paid
R01116,Newark,19702,09/22/2010,PV,Residential,5.06,,,,37130.00,9282.50,,,Paid
R01151,Rehoboth Beach,19971,10/27/2010,PV,Residential,5.06,,,,24844.60,6211.15,,,Paid - ARRA
R00356,Wilmington,19808,04/08/2008,PV,Residential,5.075,,,,40600.00,20300.00,,,Paid
R01465,Rehoboth Beach,19971,12/19/2011,PV,Residential,5.1,,,,21450.00,6325.00,,,Paid
R01654,Middletown,19709,10/26/2012,PV,Residential,5.1,,,,21675.00,6325.00,,,Paid
R01860,Wilmington,19803,08/27/2013,PV,Residential,5.1,,,,17456.00,6325.00,,,Paid
R00602,Frankford,19945,11/13/2008,PV,Residential,5.118,,,,40896.00,20448.00,,,Paid
R01367,New Castle,19720,09/09/2011,PV,Residential,5.12,,,,26624.00,6340.00,,,Paid
R01519,Rehoboth Beach,19971,04/05/2012,PV,Residential,5.145,,,,40736.00,6358.75,,,Paid
R01943,Dewey Beach,19971,11/13/2013,PV,Solar Lease,5.145,,,,24232.95,6358.75,,,Paid
R01156,Selbyville,19975,11/01/2010,PV,Residential,5.17,,,,34897.50,8724.38,,,Paid - ARRA
R01484,Rehoboth Beach,19971,01/25/2012,PV,Residential,5.17,,,,16706.00,6377.50,,,Paid
R01489,Townsend,19734,02/14/2012,PV,Residential,5.17,,,,19549.00,6378.00,,,Paid
R01903,Lewes,19958,10/10/2013,PV,Residential,5.17,,,,28435.00,6377.00,,,Paid
R01255,Newark,19711,04/08/2011,PV,Residential,5.18,,,,32000.00,6385.00,,,Paid
R01357,Newark,19711,08/19/2011,PV,Residential,5.18,,,,34500.00,6490.00,,,Paid - ARRA
R01407,Lewes,19958,10/26/2011,PV,Residential,5.18,,,,32760.00,6385.00,,,Paid - ARRA
R00615,Ocean View,19970,12/01/2008,PV,Residential,5.184,,,,46520.00,23260.00,,,Paid
R00825,Selbyville,19975,06/26/2009,PV,Residential,5.184,,,,36000.00,9000.00,,,Paid
R00082,Newark,19711,01/25/2006,PV,Residential,5.2,,,,41840.00,20920.00,,,Paid
R00144,Hockessin,19707,10/04/2006,PV,Residential,5.2,,,,45000.00,22500.00,,,Paid
R00229,Middletown,19709,07/17/2007,PV,Residential,5.2,,,,45000.00,22500.00,,,Paid
R00239,Ocean View,19970,08/13/2007,PV,Residential,5.2,,,,45150.00,22575.00,,,Paid
R00310,Newark,19711,02/19/2008,PV,Residential,5.2,,,,42600.00,21300.00,,,Paid
R00359,Millsboro,19966,04/16/2008,PV,Residential,5.2,,,,59875.00,29937.50,,,Paid
R00366,Lewes,19958,05/06/2008,PV,Residential,5.2,,,,42250.00,21250.00,,,Paid
R00387,Hockessin,19707,05/12/2008,PV,Residential,5.2,,,,40622.00,20311.00,,,Paid
R00406,Newark,19702,05/15/2008,PV,Residential,5.2,,,,38500.00,19250.00,,,Paid
NR00122,Wilmington,19801,08/06/2008,PV,Non_Residential,5.2,,,,47948.00,23974.00,,,Paid
R00531,Wilmington,19807,10/03/2008,PV,Residential,5.2,,,,40560.00,20280.00,,,Paid
R00988,Rehoboth Beach,19971,02/26/2010,PV,Residential,5.2,,,,30992.00,7748.00,,,Paid
R01566,Lewes,19958,06/07/2012,PV,Residential,5.2,,,,33800.00,6400.00,,,Paid
R01639,Milton,19963,10/05/2012,PV,Residential,5.2,,,,28216.00,6400.00,,,Paid
R01841,New Castle,19720,08/01/2013,PV,Residential,5.2,,,,17586.00,6400.00,,,Paid
R01849,Wilmington,19810,08/09/2013,PV,Residential,5.2,,,,18346.00,6400.00,,,Paid
R01893,Wilmington,19810,09/25/2013,PV,Residential,5.2,,,,17860.00,6400.00,,,Paid
R01937,Wilmington,19808,11/13/2013,PV,Residential,5.2,,,,24160.00,6400.00,,,Paid
R01926,Bethany Beach,19930,11/06/2013,PV,Residential,5.22,,,,19225.00,6418.75,,,Paid
R01574,New Castle,19720,06/15/2012,PV,Residential,5.23,,,,27206.35,6424.00,,,Paid
R00078,Fenwick Island,19944,01/17/2006,PV,Residential,5.25,,,,51532.00,22500.00,,,Paid
R00362,Bear,19701,04/16/2008,PV,Residential,5.25,,,,35144.48,17572.24,,,Paid
R00372,Townsend,19734,05/06/2008,PV,Residential,5.25,,,,43000.00,21500.00,,,Paid
R00386,Hockessin,19707,05/12/2008,PV,Residential,5.25,,,,42000.00,21000.00,,,Paid
R00754,Newark,19711,04/07/2009,PV,Residential,5.25,,,,46750.00,23375.00,,,Paid
R00767,Bear,19701,04/14/2009,PV,Residential,5.25,,,,46700.00,23350.00,,,Paid
R00779,Wilmington,19803,04/22/2009,PV,Residential,5.25,,,,44311.00,22155.50,,,Paid
R00852,Bethany Beach,19930,07/09/2009,PV,Residential,5.25,,,,52447.50,13111.88,,,Paid
R00896,Newark,19711,09/23/2009,PV,Residential,5.25,,,,43478.00,10869.50,,,Paid
R01863,Rehoboth Beach,19971,09/03/2013,PV,Residential,5.25,,,,22700.00,6347.50,,,Paid
R00745,Wilmington,19807,03/31/2009,PV,Residential,5.26,,,,42208.00,21104.00,,,Paid
R01509,Wilmington,19805,03/23/2012,PV,Residential,5.28,,,,25245.00,6460.00,,,Paid
R01603,Lewes,19958,08/14/2012,PV,Residential,5.28,,,,31680.00,6460.00,,,Paid
R01648,Lewes,19958,10/16/2012,PV,Residential,5.28,,,,30360.00,6460.00,,,Paid
R01649,Lewes,19958,10/16/2012,PV,Residential,5.28,,,,30360.00,6460.00,,,Paid
R01663,Lewes,19958,11/07/2012,PV,Residential,5.28,,,,29040.00,6460.00,,,Paid
R01681,Middletown,19709,11/26/2012,PV,Residential,5.28,,,,20592.00,6460.00,,,Paid
R01714,Felton,19943,01/08/2013,PV,Residential,5.28,,,,15120.00,6460.00,,,Paid
R01784,Milford,19963,03/25/2013,PV,Residential,5.28,,,,20139.00,6460.00,,,Paid
R01805,Wilmington,19808,07/08/2013,PV,Solar Lease,5.28,,,,26928.00,6460.00,,,Paid
R00895,Wilmington,19803,09/23/2009,PV,Residential,5.29,,,,41379.00,10344.75,,,Paid
R00939,Newark,19711,11/13/2009,PV,Residential,5.29,,,,35326.55,8831.65,,,Paid
R01976,Rehoboth Beach,19971,12/18/2013,PV,Residential,5.3,,,,21241.00,6475.00,,,Paid
R01044,Kenton,19955,06/17/2010,PV,Residential,5.32,,,,36931.00,9232.75,,,Paid
R01065,Newark,19711,07/16/2010,PV,Residential,5.32,,,,36960.00,9240.00,,,Paid
R01337,Lewes,19958,08/05/2011,PV,Residential,5.32,,,,33605.00,6490.00,,,Paid - ARRA
R01416,New Castle,19720,10/27/2011,PV,Solar Lease,5.32,,,,41273.00,6490.00,,,Paid
R01505,Camden-Wyoming,19934,03/07/2012,PV,Solar Lease,5.32,,,,41273.60,6490.00,,,Paid
R01565,Milton,19968,06/07/2012,PV,Residential,5.32,,,,33670.00,6490.00,,,Paid
R01954,Milton,19968,11/21/2013,PV,Residential,5.335,,,,28612.00,6501.25,,,Paid
R01199,Newark,19713,12/15/2010,PV,Residential,5.346,,,,33500.00,8375.00,,,Paid - ARRA
R01829,Lewes,19958,07/24/2013,PV,Residential,5.355,,,,28435.00,6516.25,,,Paid
R01753,Rehoboth Beach,19971,03/06/2013,PV,Residential,5.36,,,,28435.00,6517.25,,,Paid
R00162,Wilmington,19810,11/14/2006,PV,Residential,5.4,,,,45000.00,22500.00,,,Paid
R00228,Hockessin,19707,07/06/2007,PV,Residential,5.4,,,,45000.00,22500.00,,,Paid
R00238,Middletown,19709,08/14/2007,PV,Residential,5.4,,,,42660.00,21330.00,,,Paid
R00319,Hockessin,19707,01/03/2008,PV,Residential,5.4,,,,42120.00,21060.00,,,Paid
R00302,Bear,19701,01/28/2008,PV,Residential,5.4,,,,44550.00,22275.00,,,Paid
R00788,Middletown,19709,05/12/2009,PV,Residential,5.4,,,,40500.00,20250.00,,,Paid
R00967,Ocean View,19970,01/05/2010,PV,Residential,5.4,,,,34830.00,8707.50,,,Paid
R01853,Georgetown,19947,08/20/2013,PV,Residential,5.4,,,,22822.00,6550.00,,,Paid
R01420,Ocean View,19970,10/31/2011,PV,Residential,5.405,,,,30917.00,6553.75,,,Paid - ARRA
R00562,Wilmington,19805,10/07/2008,PV,Residential,5.425,,,,54250.00,27125.00,,,paid
R01122,Fenwick Island,19944,09/24/2010,PV,Residential,5.46,,,,32656.84,8164.21,,,Paid
R01033,Bethany Beach,19930,05/26/2010,PV,Residential,5.5,,,,30000.00,7500.00,,,Paid
R01780,Lewes,19958,05/07/2013,PV,Residential,5.5,,,,21175.00,6625.00,,,Paid
R01785,Lewes,19958,05/14/2013,PV,Residential,5.5,,,,29975.00,6625.00,,,Paid
R01802,Lewes,19958,06/20/2013,PV,Residential,5.5,,,,17973.00,6625.00,,,Paid
R01886,Lewes,19958,09/23/2013,PV,Residential,5.5,,,,29975.00,6625.00,,,Paid
R01887,Lewes,19958,09/23/2013,PV,Residential,5.5,,,,29975.00,6625.00,,,Paid
R01911,Lewes,19958,10/21/2013,PV,Residential,5.5,,,,24975.00,6625.00,,,Paid
R01927,Lewes,19958,11/06/2013,PV,Residential,5.5,,,,17050.00,6625.00,,,Paid
R01956,Lewes,19958,11/25/2013,PV,Residential,5.5,,,,27500.00,6625.00,,,Paid
R00942,Hockessin,19707,11/23/2009,PV,Residential,5.52,,,,31530.00,9382.50,,,Paid
R00971,Newark,19702,12/29/2009,PV,Residential,5.52,,,,40975.00,10243.75,,,Paid
R00985,Hockessin,19707,02/22/2010,PV,Residential,5.52,,,,43459.00,10864.75,,,Paid - ARRA
R01004,Townsend,19734,03/24/2010,PV,Residential,5.52,,,,38500.00,9625.00,,,Paid - ARRA
R01018,Rehoboth Beach,19971,04/28/2010,PV,Residential,5.52,,,,35880.00,8970.00,,,Paid
R01057,Wilmington,19806,07/08/2010,PV,Residential,5.52,,,,35880.00,8970.00,,,Paid - ARRA
R01848,Millsboro,19966,08/14/2013,PV,Solar Lease,5.52,,,,28224.00,6640.00,,,Paid
R01107,Wilmington,19801,09/14/2010,PV,Residential,5.55,,,,21900.00,9400.00,,,Paid
R01140,Rehoboth Beach,19971,10/18/2010,PV,Residential,5.55,,,,29970.00,7492.50,,,Paid
R01257,Newark,19711,04/18/2011,PV,Residential,5.55,,,,31900.00,6662.50,,,Paid
R01395,Newark,19713,10/13/2011,PV,Residential,5.55,,,,28305.00,6662.50,,,Paid
R01413,Newark,19702,10/27/2011,PV,Solar Lease,5.55,,,,43051.50,6662.50,,,Paid
R01774,Selbyville,19975,04/26/2013,PV,Residential,5.56,,,,21147.00,6673.75,,,Paid
R00290,Bear,19701,12/21/2007,PV,Residential,5.59,,,,41600.00,20800.00,,,Paid
R00476,Middletown,19709,08/06/2008,PV,Residential,5.59,,,,46117.50,23058.75,,,Paid
R00143,Wilmington,19810,10/03/2006,PV,Residential,5.6,,,,45000.00,22500.00,,,Paid
R00185,Newark,19711,02/14/2007,PV,Residential,5.6,,,,43800.00,21900.00,,,Paid
R00192,Bethany Beach,19930,03/06/2007,PV,Residential,5.6,,,,44800.00,22400.00,,,Paid
R00226,Bear,19701,07/06/2007,PV,Residential,5.6,,,,44972.00,22486.00,,,Paid
R00278,Wilmington,19808,12/04/2007,PV,Residential,5.6,,,,44972.00,22486.00,,,Paid
R00389,Newark,19713,05/12/2008,PV,Residential,5.6,,,,44212.00,22106.00,,,Paid
R00708,Wilmington,19808,03/05/2009,PV,Residential,5.6,,,,51430.00,25715.00,,,Paid
R00741,Bear,19701,03/25/2009,PV,Residential,5.6,,,,45360.00,11340.00,,,Paid
